"GeneID","GeneSymbol","log2FC","pvalue","padj"
"GENE_2349","Gene2349",-0.0478227412203225,0.79520292331496,0.980229527837005
"GENE_2352","Gene2352",0.042876265874348,0.779585493204416,0.980229527837005
"GENE_2367","Gene2367",0.043078998338383,0.786673559167422,0.980229527837005
"GENE_2370","Gene2370",-0.0708857856844602,0.772087676639946,0.980229527837005
"GENE_2378","Gene2378",-0.0728082939694552,0.766430077252236,0.980229527837005
"GENE_2393","Gene2393",0.0504380783439267,0.766358038245795,0.980229527837005
"GENE_2423","Gene2423",-0.0450972615770837,0.785905204260716,0.980229527837005
"GENE_2438","Gene2438",-0.0599462047916788,0.754134071416032,0.980229527837005
"GENE_2463","Gene2463",0.0628996053620288,0.757766046600157,0.980229527837005
"GENE_2488","Gene2488",-0.0537785979102781,0.762026451953591,0.980229527837005
"GENE_2494","Gene2494",-0.0495003944860368,0.797642904386656,0.980229527837005
"GENE_2501","Gene2501",0.062324879955943,0.790502218065208,0.980229527837005
"GENE_2521","Gene2521",-0.0772107332801841,0.751382814430991,0.980229527837005
"GENE_2523","Gene2523",-0.0492772196747673,0.801137338425513,0.980229527837005
"GENE_2635","Gene2635",0.0615335315350993,0.764458010966321,0.980229527837005
"GENE_2638","Gene2638",-0.059907292275966,0.763739710226301,0.980229527837005
"GENE_2656","Gene2656",-0.0540824935492665,0.772003681817099,0.980229527837005
"GENE_2660","Gene2660",-0.0464942286105678,0.758532681002,0.980229527837005
"GENE_2664","Gene2664",-0.0389494888793065,0.792859576850804,0.980229527837005
"GENE_2691","Gene2691",0.0517625219144184,0.777830703828003,0.980229527837005
"GENE_2697","Gene2697",-0.0589695980744978,0.787109253162681,0.980229527837005
"GENE_2699","Gene2699",-0.0285922785728729,0.795169048438984,0.980229527837005
"GENE_2712","Gene2712",0.054139231207337,0.750781139211154,0.980229527837005
"GENE_2713","Gene2713",-0.0528433210144268,0.754186222534524,0.980229527837005
"GENE_2715","Gene2715",-0.0504757801027367,0.79196350755343,0.980229527837005
"GENE_2722","Gene2722",0.0515678803712145,0.777349658038276,0.980229527837005
"GENE_2738","Gene2738",-0.0519985367545388,0.757805878766686,0.980229527837005
"GENE_2753","Gene2753",0.0460096488472184,0.790240710635007,0.980229527837005
"GENE_2786","Gene2786",-0.0472434797512609,0.760063826971465,0.980229527837005
"GENE_2792","Gene2792",0.0631947593491979,0.773130456705508,0.980229527837005
"GENE_2796","Gene2796",-0.0543996192066274,0.785755978451854,0.980229527837005
"GENE_2799","Gene2799",-0.0687775708452731,0.749212907416064,0.980229527837005
"GENE_2801","Gene2801",-0.050866865475987,0.765261799797469,0.980229527837005
"GENE_2825","Gene2825",0.0467174244242488,0.765179147387062,0.980229527837005
"GENE_2831","Gene2831",-0.0563693002880647,0.796851215500851,0.980229527837005
"GENE_2885","Gene2885",0.0598877458754581,0.764597105631672,0.980229527837005
"GENE_2923","Gene2923",0.0398262281486907,0.793415165932892,0.980229527837005
"GENE_2924","Gene2924",0.0415873218563476,0.801070903153916,0.980229527837005
"GENE_2955","Gene2955",0.052989155855129,0.788857459542256,0.980229527837005
"GENE_2973","Gene2973",0.0435730236896079,0.80029072583492,0.980229527837005
"GENE_2979","Gene2979",-0.0580629920604903,0.787513823693086,0.980229527837005
"GENE_2985","Gene2985",0.0455241293620237,0.768959205987749,0.980229527837005
"GENE_1315","Gene1315",0.0344540156351592,0.806576683304345,0.980441673384536
"GENE_0201","Gene201",-0.0545854278811682,0.82166624375872,0.981277322049487
"GENE_0208","Gene208",-0.0432220347069752,0.828295669505389,0.981277322049487
"GENE_0243","Gene243",-0.0433903893261007,0.812106627965317,0.981277322049487
"GENE_0287","Gene287",0.0371808568852581,0.823987055421793,0.981277322049487
"GENE_0293","Gene293",-0.0475349317238667,0.811619338333717,0.981277322049487
"GENE_0331","Gene331",0.0521037175775163,0.818464788194551,0.981277322049487
"GENE_0337","Gene337",-0.0423547576313696,0.80783568531689,0.981277322049487
"GENE_0379","Gene379",-0.033168694679155,0.822503783458586,0.981277322049487
"GENE_0485","Gene485",0.0378300585676223,0.820437861521764,0.981277322049487
"GENE_0498","Gene498",0.0497461332540823,0.809558734149267,0.981277322049487
"GENE_0519","Gene519",0.0497110429902978,0.814443270723753,0.981277322049487
"GENE_0530","Gene530",0.0397571696467462,0.820976384482144,0.981277322049487
"GENE_0598","Gene598",0.0455987053826261,0.82852515225045,0.981277322049487
"GENE_0602","Gene602",0.0330227901976619,0.820334454863587,0.981277322049487
"GENE_0657","Gene657",-0.0480245998381026,0.813529595316864,0.981277322049487
"GENE_0679","Gene679",0.0405495536814549,0.81651745413211,0.981277322049487
"GENE_0726","Gene726",-0.0434139145099097,0.814587479044459,0.981277322049487
"GENE_0774","Gene774",-0.0302668594866056,0.818435356261436,0.981277322049487
"GENE_0807","Gene807",0.0376795222420618,0.810633005429334,0.981277322049487
"GENE_0825","Gene825",0.0438688074529674,0.813067394484497,0.981277322049487
"GENE_0905","Gene905",-0.044030597795361,0.828093722507549,0.981277322049487
"GENE_0939","Gene939",-0.0435403514107993,0.81640058477155,0.981277322049487
"GENE_0943","Gene943",0.0322473908046614,0.825382192801638,0.981277322049487
"GENE_1026","Gene1026",0.0378006854660047,0.823734961143332,0.981277322049487
"GENE_1071","Gene1071",0.0446372405537367,0.81465298983148,0.981277322049487
"GENE_1114","Gene1114",-0.0558940078841381,0.80805751853533,0.981277322049487
"GENE_1117","Gene1117",-0.0487918242915821,0.827149690764791,0.981277322049487
"GENE_1127","Gene1127",-0.027021953157556,0.822820386643898,0.981277322049487
"GENE_1154","Gene1154",-0.0387981454465267,0.815028966170485,0.981277322049487
"GENE_1187","Gene1187",-0.0417825942009671,0.815532706935219,0.981277322049487
"GENE_1212","Gene1212",-0.036458820293042,0.824052110639021,0.981277322049487
"GENE_1267","Gene1267",-0.0302248558532128,0.817727875928248,0.981277322049487
"GENE_1363","Gene1363",0.0296186181653404,0.825553650332463,0.981277322049487
"GENE_1451","Gene1451",0.0398247371689298,0.813853860418054,0.981277322049487
"GENE_1464","Gene1464",-0.0465085766714397,0.821717037006773,0.981277322049487
"GENE_1466","Gene1466",-0.0392561748199487,0.826489341007441,0.981277322049487
"GENE_1512","Gene1512",-0.0539373595728154,0.826184389672993,0.981277322049487
"GENE_1520","Gene1520",0.0517667337152563,0.828356131263972,0.981277322049487
"GENE_1549","Gene1549",0.0471731062118721,0.821556821317438,0.981277322049487
"GENE_1588","Gene1588",0.0401477516339792,0.817504457007242,0.981277322049487
"GENE_1680","Gene1680",-0.0400083475013657,0.816706377806226,0.981277322049487
"GENE_1696","Gene1696",-0.0493510219014084,0.820809751882894,0.981277322049487
"GENE_1791","Gene1791",-0.0464062731247585,0.820216080289058,0.981277322049487
"GENE_1844","Gene1844",-0.0394651966283845,0.828459064444459,0.981277322049487
"GENE_1853","Gene1853",-0.044712576043656,0.826601674462874,0.981277322049487
"GENE_1901","Gene1901",-0.0461111169671611,0.818291582207797,0.981277322049487
"GENE_1994","Gene1994",0.0408194179238173,0.815753766631612,0.981277322049487
"GENE_2000","Gene2000",-0.0440894443068682,0.827004360344022,0.981277322049487
"GENE_2025","Gene2025",0.0420285577240991,0.825853047872056,0.981277322049487
"GENE_2050","Gene2050",-0.0649262252501046,0.818554353942003,0.981277322049487
"GENE_2152","Gene2152",0.0431332572269323,0.828471240879887,0.981277322049487
"GENE_2289","Gene2289",0.0403386592320611,0.819700561827484,0.981277322049487
"GENE_2295","Gene2295",0.0405049795388619,0.823032081574736,0.981277322049487
"GENE_2296","Gene2296",-0.0410991308885169,0.809821951010021,0.981277322049487
"GENE_2376","Gene2376",0.0375418293538612,0.814557880771949,0.981277322049487
"GENE_2450","Gene2450",-0.0406506576966645,0.811228179863544,0.981277322049487
"GENE_2479","Gene2479",-0.0428462193453081,0.827573050568666,0.981277322049487
"GENE_2606","Gene2606",-0.0387485137210932,0.819719312697012,0.981277322049487
"GENE_2636","Gene2636",-0.0264461733162467,0.824353073657752,0.981277322049487
"GENE_2651","Gene2651",0.0491374828450644,0.810154775195193,0.981277322049487
"GENE_2670","Gene2670",0.0552688688589171,0.827041629049554,0.981277322049487
"GENE_2732","Gene2732",-0.0425894683841364,0.821807927091608,0.981277322049487
"GENE_2850","Gene2850",0.051399428966258,0.817497125023223,0.981277322049487
"GENE_2926","Gene2926",-0.0520280826958803,0.812412626396043,0.981277322049487
"GENE_2927","Gene2927",-0.0521785181939505,0.809949703663623,0.981277322049487
"GENE_0912","Gene912",-0.0400432046883878,0.829968506374329,0.982128674211691
"GENE_1612","Gene1612",-0.0411525942039361,0.829802308979469,0.982128674211691
"GENE_2390","Gene2390",-0.0437620405430508,0.830226105933616,0.982128674211691
"GENE_0324","Gene324",-0.0368587764220365,0.831317071968151,0.982257272904471
"GENE_2065","Gene2065",-0.0461835865804332,0.830827428975738,0.982257272904471
"GENE_2441","Gene2441",0.0380098252393886,0.831123045357367,0.982257272904471
"GENE_1624","Gene1624",0.0441859008041785,0.832292949852971,0.983023169117682
"GENE_2335","Gene2335",-0.03426297854773,0.833196653686753,0.983703251105966
"GENE_1200","Gene1200",-0.0349102255740785,0.833890592342872,0.983748241065126
"GENE_1641","Gene1641",-0.0407014080278838,0.833826926170151,0.983748241065126
"GENE_0311","Gene311",0.0371668457660155,0.836044687352734,0.983829111795396
"GENE_0323","Gene323",-0.0411672034276762,0.838589824589246,0.983829111795396
"GENE_0340","Gene340",0.0438994506420549,0.839206232361473,0.983829111795396
"GENE_0383","Gene383",-0.0347034368585977,0.837724426753789,0.983829111795396
"GENE_0400","Gene400",0.0298243512282461,0.836635498052507,0.983829111795396
"GENE_0930","Gene930",-0.0396145967516759,0.839201439776528,0.983829111795396
"GENE_0960","Gene960",0.0392931092060778,0.835766559531166,0.983829111795396
"GENE_1167","Gene1167",0.0305031718889364,0.83743701578286,0.983829111795396
"GENE_1551","Gene1551",-0.0355632471367482,0.835657734103716,0.983829111795396
"GENE_1657","Gene1657",0.0335085561530537,0.834952262507394,0.983829111795396
"GENE_1678","Gene1678",0.0423509688627721,0.837983995919985,0.983829111795396
"GENE_1700","Gene1700",-0.0377006530830162,0.837679235141273,0.983829111795396
"GENE_2112","Gene2112",-0.0538917800322993,0.836737222501199,0.983829111795396
"GENE_2174","Gene2174",-0.0413591983423665,0.834398577082122,0.983829111795396
"GENE_2368","Gene2368",0.033755618638458,0.839008717461924,0.983829111795396
"GENE_2872","Gene2872",-0.0371912537219483,0.835750949926176,0.983829111795396
"GENE_1568","Gene1568",0.0487143897617166,0.840042225997332,0.984424483590624
"GENE_1828","Gene1828",0.0343062751812901,0.840524278698845,0.984473458189427
"GENE_2671","Gene2671",0.0521440217313822,0.840740333293771,0.984473458189427
"GENE_0202","Gene202",0.034373136195395,0.844880221418607,0.984588208641933
"GENE_0347","Gene347",-0.0350480742521029,0.844982510381379,0.984588208641933
"GENE_0783","Gene783",-0.0338454040699823,0.843031450643948,0.984588208641933
"GENE_0791","Gene791",-0.0393621229471748,0.845084971946049,0.984588208641933
"GENE_0919","Gene919",0.0419637551908387,0.843143543387758,0.984588208641933
"GENE_0963","Gene963",0.033406202975959,0.84209374663976,0.984588208641933
"GENE_1014","Gene1014",0.0444362791317774,0.844263200506633,0.984588208641933
"GENE_1328","Gene1328",-0.0401075910761248,0.841274123934066,0.984588208641933
"GENE_1410","Gene1410",0.0378708617283978,0.845223847663806,0.984588208641933
"GENE_1453","Gene1453",0.0405932678684717,0.84375719585483,0.984588208641933
"GENE_1573","Gene1573",0.0410787859980335,0.845433075153873,0.984588208641933
"GENE_1585","Gene1585",-0.0374416715645367,0.843879095215659,0.984588208641933
"GENE_1877","Gene1877",0.0417204865434488,0.845367841352322,0.984588208641933
"GENE_2160","Gene2160",0.0293900900926527,0.843387754299341,0.984588208641933
"GENE_0247","Gene247",0.0364775123651686,0.850293620663158,0.985802821552133
"GENE_0428","Gene428",-0.0361369002080814,0.850130135336995,0.985802821552133
"GENE_0508","Gene508",0.0267831091263364,0.85213517359517,0.985802821552133
"GENE_0772","Gene772",0.0196353595641634,0.851619374064823,0.985802821552133
"GENE_0886","Gene886",0.034249036961473,0.851231449155498,0.985802821552133
"GENE_0948","Gene948",-0.0268617694370077,0.854033844404665,0.985802821552133
"GENE_0974","Gene974",-0.044471514424532,0.8513546651058,0.985802821552133
"GENE_1008","Gene1008",0.0278308123686806,0.853545515260171,0.985802821552133
"GENE_1019","Gene1019",0.0298171800220128,0.84851147711514,0.985802821552133
"GENE_1106","Gene1106",0.0352555569501352,0.852959981757912,0.985802821552133
"GENE_1111","Gene1111",0.0350775636764453,0.850576749559404,0.985802821552133
"GENE_1116","Gene1116",-0.0272356777003804,0.84863923386415,0.985802821552133
"GENE_1135","Gene1135",-0.0285477252623236,0.852587207317753,0.985802821552133
"GENE_1341","Gene1341",0.030174949610565,0.848187243441352,0.985802821552133
"GENE_1468","Gene1468",0.0323649210165851,0.847382317517164,0.985802821552133
"GENE_1533","Gene1533",0.0338151133344038,0.853864638070739,0.985802821552133
"GENE_1683","Gene1683",0.0297496712530219,0.852417293305649,0.985802821552133
"GENE_1713","Gene1713",-0.0371271775145079,0.847059517089552,0.985802821552133
"GENE_2073","Gene2073",-0.0471925549153269,0.851128702366576,0.985802821552133
"GENE_2133","Gene2133",0.0314050581792582,0.849913394982286,0.985802821552133
"GENE_2755","Gene2755",-0.0381910885638543,0.853860967642977,0.985802821552133
"GENE_2771","Gene2771",0.0414928906436494,0.848378196048912,0.985802821552133
"GENE_2964","Gene2964",0.0412964714850048,0.85044925208249,0.985802821552133
"GENE_1329","Gene1329",0.0365254266441593,0.855272458882733,0.986162934411598
"GENE_1797","Gene1797",-0.0345505360676013,0.855141345901028,0.986162934411598
"GENE_2928","Gene2928",-0.0305441049203878,0.855331985112992,0.986162934411598
"GENE_2061","Gene2061",-0.0340537788862356,0.855809105478622,0.986333967128646
"GENE_0306","Gene306",-0.0335249349390274,0.878454636377289,0.987140315229312
"GENE_0326","Gene326",0.0227234650173607,0.885361146165379,0.987140315229312
"GENE_0330","Gene330",-0.0179800567595585,0.866081879189588,0.987140315229312
"GENE_0367","Gene367",0.031848848727213,0.882601623869815,0.987140315229312
"GENE_0376","Gene376",0.0286818854536017,0.885113250916375,0.987140315229312
"GENE_0387","Gene387",-0.031417024192951,0.87627645366888,0.987140315229312
"GENE_0401","Gene401",-0.0234638353205723,0.864134697884791,0.987140315229312
"GENE_0416","Gene416",-0.034419874773258,0.863466730087632,0.987140315229312
"GENE_0421","Gene421",-0.0236566228213526,0.88356742390375,0.987140315229312
"GENE_0553","Gene553",-0.0292086934213938,0.871348025298189,0.987140315229312
"GENE_0560","Gene560",-0.0363390957042462,0.861948036673958,0.987140315229312
"GENE_0580","Gene580",-0.0290746996687243,0.882799565091576,0.987140315229312
"GENE_0593","Gene593",0.0314967133896538,0.868549106721184,0.987140315229312
"GENE_0614","Gene614",-0.0374392971580502,0.86204560740652,0.987140315229312
"GENE_0620","Gene620",-0.0294851082412428,0.870882496966705,0.987140315229312
"GENE_0738","Gene738",0.0307340541724557,0.865489821293531,0.987140315229312
"GENE_0771","Gene771",-0.0397762991269346,0.876849452732906,0.987140315229312
"GENE_0794","Gene794",0.0244020936955494,0.877534103187566,0.987140315229312
"GENE_0815","Gene815",0.0322062374914669,0.858903536523693,0.987140315229312
"GENE_0822","Gene822",-0.0344307020146832,0.859204127826894,0.987140315229312
"GENE_0828","Gene828",-0.0341606156198635,0.859516506293083,0.987140315229312
"GENE_0834","Gene834",0.0292978704533864,0.874773574236312,0.987140315229312
"GENE_0866","Gene866",-0.0247200127826446,0.875620831182156,0.987140315229312
"GENE_0900","Gene900",-0.0271899145993775,0.872209551198013,0.987140315229312
"GENE_0925","Gene925",-0.0287703513725948,0.869096550302772,0.987140315229312
"GENE_0950","Gene950",0.032028775788099,0.879418934867944,0.987140315229312
"GENE_0953","Gene953",0.0291965825519922,0.877435714044627,0.987140315229312
"GENE_0979","Gene979",0.0209037607796869,0.878571212627223,0.987140315229312
"GENE_1005","Gene1005",0.0265359096269151,0.873521760801765,0.987140315229312
"GENE_1142","Gene1142",0.0238000190799834,0.871667275248789,0.987140315229312
"GENE_1205","Gene1205",0.0222663157582748,0.86808107549711,0.987140315229312
"GENE_1225","Gene1225",0.0278713870976803,0.863551906184979,0.987140315229312
"GENE_1293","Gene1293",-0.0302302456171173,0.884088400887554,0.987140315229312
"GENE_1314","Gene1314",-0.0347012214982403,0.869318249321755,0.987140315229312
"GENE_1327","Gene1327",0.0299217906218683,0.868501003373048,0.987140315229312
"GENE_1417","Gene1417",-0.029335049723441,0.885464862760693,0.987140315229312
"GENE_1420","Gene1420",-0.0276162498536348,0.876823278061986,0.987140315229312
"GENE_1424","Gene1424",0.0221909653298829,0.874860438102094,0.987140315229312
"GENE_1459","Gene1459",-0.03605305960604,0.862508126961811,0.987140315229312
"GENE_1544","Gene1544",-0.0373970860388875,0.880135984262607,0.987140315229312
"GENE_1555","Gene1555",0.0281336928630651,0.87141572530039,0.987140315229312
"GENE_1572","Gene1572",-0.0229299423117579,0.873127105103671,0.987140315229312
"GENE_1606","Gene1606",0.0370315239858288,0.858475637747972,0.987140315229312
"GENE_1609","Gene1609",0.021666795618339,0.880277160887777,0.987140315229312
"GENE_1610","Gene1610",0.0233550950231693,0.862806189481901,0.987140315229312
"GENE_1703","Gene1703",-0.024605032285157,0.874844941547893,0.987140315229312
"GENE_1724","Gene1724",-0.0273769454308272,0.885159741447322,0.987140315229312
"GENE_1783","Gene1783",0.027836496142629,0.86564121173501,0.987140315229312
"GENE_1798","Gene1798",-0.0282345010729843,0.864940227575214,0.987140315229312
"GENE_1802","Gene1802",-0.0278494141030583,0.8731180376015,0.987140315229312
"GENE_1809","Gene1809",0.0290980169641397,0.884810631571621,0.987140315229312
"GENE_1829","Gene1829",0.02223678834756,0.870456052857256,0.987140315229312
"GENE_1832","Gene1832",0.0335640586801667,0.872264956981314,0.987140315229312
"GENE_1852","Gene1852",0.0263382221323312,0.88250251474094,0.987140315229312
"GENE_1867","Gene1867",-0.0363914077589911,0.871011177941818,0.987140315229312
"GENE_1882","Gene1882",0.024046961550086,0.882767914510381,0.987140315229312
"GENE_1943","Gene1943",-0.0289753931817955,0.883018985351144,0.987140315229312
"GENE_1949","Gene1949",0.0255649765357333,0.884898518997946,0.987140315229312
"GENE_1978","Gene1978",-0.0252112631574946,0.881289125213143,0.987140315229312
"GENE_2081","Gene2081",-0.0381229680956743,0.863118100082589,0.987140315229312
"GENE_2113","Gene2113",0.0220966485538252,0.874282783070875,0.987140315229312
"GENE_2153","Gene2153",0.036280876123131,0.86523214129794,0.987140315229312
"GENE_2179","Gene2179",-0.0249174516477506,0.87443050205491,0.987140315229312
"GENE_2196","Gene2196",0.0273102960168146,0.876327314285219,0.987140315229312
"GENE_2219","Gene2219",-0.0300935899752712,0.857461468276921,0.987140315229312
"GENE_2220","Gene2220",0.0307474874591902,0.867383351055749,0.987140315229312
"GENE_2237","Gene2237",0.0291706256847366,0.881075426761509,0.987140315229312
"GENE_2343","Gene2343",-0.0394618578047794,0.860783278286957,0.987140315229312
"GENE_2387","Gene2387",0.0248058213709479,0.882500757176746,0.987140315229312
"GENE_2458","Gene2458",0.0293243691801042,0.867840395265609,0.987140315229312
"GENE_2465","Gene2465",0.0403693265623364,0.874864013276138,0.987140315229312
"GENE_2487","Gene2487",0.0298199707760913,0.880476108695042,0.987140315229312
"GENE_2490","Gene2490",-0.0207929950825712,0.879691661390385,0.987140315229312
"GENE_2574","Gene2574",-0.0266962031662157,0.880358291739673,0.987140315229312
"GENE_2610","Gene2610",0.0269415085264058,0.879905626669664,0.987140315229312
"GENE_2614","Gene2614",0.0232701559677526,0.871360187324076,0.987140315229312
"GENE_2615","Gene2615",0.0279467453170632,0.86300855660698,0.987140315229312
"GENE_2643","Gene2643",0.0343084828988252,0.884157940027831,0.987140315229312
"GENE_2648","Gene2648",0.0294662609715397,0.875336187110743,0.987140315229312
"GENE_2650","Gene2650",-0.0355710206856461,0.879461421588781,0.987140315229312
"GENE_2653","Gene2653",-0.0299965051432238,0.865274317854031,0.987140315229312
"GENE_2676","Gene2676",0.0334660979569819,0.877562427903253,0.987140315229312
"GENE_2677","Gene2677",-0.025807686994332,0.880998235920011,0.987140315229312
"GENE_2773","Gene2773",-0.0363849163319037,0.857431528370009,0.987140315229312
"GENE_2823","Gene2823",-0.0218971201556251,0.882787433387889,0.987140315229312
"GENE_2915","Gene2915",0.0282568473380866,0.872402716951439,0.987140315229312
"GENE_2949","Gene2949",-0.027149768233012,0.861760116603926,0.987140315229312
"GENE_2987","Gene2987",0.0240801475122456,0.860024591775088,0.987140315229312
"GENE_0219","Gene219",0.0186621126376654,0.889952609673516,0.987319753616425
"GENE_0264","Gene264",-0.0205049464440927,0.899413427319917,0.987319753616425
"GENE_0390","Gene390",0.0155334039477708,0.895479236267094,0.987319753616425
"GENE_0396","Gene396",-0.0207061371242432,0.897614861093516,0.987319753616425
"GENE_0415","Gene415",-0.0209627466871449,0.894912076396544,0.987319753616425
"GENE_0473","Gene473",0.02392246664692,0.895449600994924,0.987319753616425
"GENE_0511","Gene511",-0.0307422787743672,0.88952419544591,0.987319753616425
"GENE_0688","Gene688",-0.0209815052434674,0.891833217330289,0.987319753616425
"GENE_0706","Gene706",0.0271037161149952,0.900254091016605,0.987319753616425
"GENE_0773","Gene773",0.0226195458935337,0.894132548127977,0.987319753616425
"GENE_0852","Gene852",-0.0338785022380952,0.886707463861162,0.987319753616425
"GENE_0862","Gene862",0.0205119664598996,0.89779947360522,0.987319753616425
"GENE_0968","Gene968",-0.0250675048941797,0.893105809909073,0.987319753616425
"GENE_1041","Gene1041",-0.0236447037099943,0.892983627825174,0.987319753616425
"GENE_1054","Gene1054",0.0219977871604993,0.894506654252237,0.987319753616425
"GENE_1066","Gene1066",0.0232157763002254,0.892343790975531,0.987319753616425
"GENE_1074","Gene1074",0.0216988839842323,0.894677865063434,0.987319753616425
"GENE_1083","Gene1083",-0.0259007339826622,0.890375013431016,0.987319753616425
"GENE_1153","Gene1153",-0.0169909002757977,0.902081148220873,0.987319753616425
"GENE_1211","Gene1211",0.0310235074193281,0.888328190667391,0.987319753616425
"GENE_1268","Gene1268",-0.0248551310700202,0.887512531548417,0.987319753616425
"GENE_1318","Gene1318",0.0213974633026224,0.898849941041571,0.987319753616425
"GENE_1504","Gene1504",-0.0194756738435728,0.89330156260234,0.987319753616425
"GENE_1590","Gene1590",0.0231758770719495,0.893172045346165,0.987319753616425
"GENE_1622","Gene1622",-0.0206159964891377,0.899098494523665,0.987319753616425
"GENE_1734","Gene1734",-0.015593775724807,0.890895909474057,0.987319753616425
"GENE_1741","Gene1741",-0.0216347758348761,0.896125732793137,0.987319753616425
"GENE_1803","Gene1803",0.0268557014772846,0.889886507595022,0.987319753616425
"GENE_1808","Gene1808",0.0316763228813635,0.901499039714555,0.987319753616425
"GENE_1871","Gene1871",-0.0260037490796936,0.897173560078298,0.987319753616425
"GENE_1878","Gene1878",-0.0281974299439947,0.887747472490005,0.987319753616425
"GENE_1975","Gene1975",0.0199765353401062,0.900782245660516,0.987319753616425
"GENE_2019","Gene2019",0.0233748597422885,0.895102580423659,0.987319753616425
"GENE_2034","Gene2034",0.024638078894009,0.900678617310182,0.987319753616425
"GENE_2104","Gene2104",0.0279855381626941,0.887750975989402,0.987319753616425
"GENE_2135","Gene2135",0.0193878197542077,0.899909930681339,0.987319753616425
"GENE_2148","Gene2148",-0.0251665210365966,0.899097385994959,0.987319753616425
"GENE_2202","Gene2202",0.021038440246679,0.901134438685417,0.987319753616425
"GENE_2290","Gene2290",-0.0282577624530003,0.901197783126953,0.987319753616425
"GENE_2366","Gene2366",0.0165163904383547,0.89697020708383,0.987319753616425
"GENE_2427","Gene2427",-0.0290888412913777,0.894751393996931,0.987319753616425
"GENE_2578","Gene2578",-0.0211394410953911,0.899549349167226,0.987319753616425
"GENE_2693","Gene2693",0.0208433458037813,0.897976219262263,0.987319753616425
"GENE_2745","Gene2745",0.0218118899628461,0.899630318676396,0.987319753616425
"GENE_2747","Gene2747",-0.0259820579998156,0.89143464133991,0.987319753616425
"GENE_2802","Gene2802",0.0168324971904514,0.897406022656473,0.987319753616425
"GENE_2836","Gene2836",0.0178217014309778,0.900988342820717,0.987319753616425
"GENE_2841","Gene2841",-0.0221257267456139,0.898566196890797,0.987319753616425
"GENE_2849","Gene2849",0.018664490330444,0.901874458123073,0.987319753616425
"GENE_2957","Gene2957",-0.0229589809488235,0.89692811812747,0.987319753616425
"GENE_2430","Gene2430",0.0224900511003545,0.902546327271168,0.987468629399527
"GENE_0468","Gene468",0.0202351978957562,0.90288799527015,0.987482313456234
"GENE_1256","Gene1256",0.0236127431421664,0.903939727931749,0.988004377797551
"GENE_1720","Gene1720",-0.0258202978278446,0.904024005684759,0.988004377797551
"GENE_0469","Gene469",0.0167151725630657,0.904895223701206,0.988236502039905
"GENE_1819","Gene1819",-0.0225187152970472,0.904800294711507,0.988236502039905
"GENE_0666","Gene666",0.0245462571458113,0.905347021759387,0.988370111091034
"GENE_0211","Gene211",-0.0208460427583219,0.907412300493969,0.988458840496309
"GENE_0440","Gene440",0.0198544883242082,0.910620448041299,0.988458840496309
"GENE_0653","Gene653",0.0150963240348858,0.909919228608628,0.988458840496309
"GENE_0740","Gene740",0.0218389183453187,0.9066711782089,0.988458840496309
"GENE_0804","Gene804",0.0244973284425711,0.908133148363986,0.988458840496309
"GENE_1404","Gene1404",-0.0245890711434971,0.909805504864299,0.988458840496309
"GENE_1414","Gene1414",-0.024561563096956,0.908904587571734,0.988458840496309
"GENE_1507","Gene1507",0.0214247118649968,0.906470274848243,0.988458840496309
"GENE_1528","Gene1528",0.021009585955726,0.910700078377266,0.988458840496309
"GENE_1580","Gene1580",0.019282187576624,0.910579254130534,0.988458840496309
"GENE_1594","Gene1594",-0.0237684712601034,0.910491749616958,0.988458840496309
"GENE_1625","Gene1625",-0.0275010784593572,0.907590760299546,0.988458840496309
"GENE_1676","Gene1676",0.0189262845178417,0.906897493567432,0.988458840496309
"GENE_2285","Gene2285",0.0229863600363291,0.907116170240001,0.988458840496309
"GENE_2669","Gene2669",0.0217606530716115,0.908384129190488,0.988458840496309
"GENE_2709","Gene2709",-0.0175995923272412,0.908494356713961,0.988458840496309
"GENE_2154","Gene2154",-0.025682299915287,0.911779493539663,0.988557455951929
"GENE_2409","Gene2409",0.0206499940675808,0.911388929495638,0.988557455951929
"GENE_2911","Gene2911",-0.0218893183986566,0.911661643548298,0.988557455951929
"GENE_1905","Gene1905",-0.0202131511452368,0.912196266845752,0.988652023315483
"GENE_0445","Gene445",-0.0213883135771882,0.912957026277526,0.98876212232223
"GENE_2338","Gene2338",-0.0214200962512106,0.91285175320006,0.98876212232223
"GENE_0369","Gene369",0.0194611764498749,0.917964259665093,0.988898171668401
"GENE_0724","Gene724",-0.0213873397725788,0.914933128231899,0.988898171668401
"GENE_0933","Gene933",0.020324974653116,0.918193703104216,0.988898171668401
"GENE_0987","Gene987",-0.024378813952735,0.918203824524256,0.988898171668401
"GENE_1086","Gene1086",0.022389507928553,0.920334565099392,0.988898171668401
"GENE_1139","Gene1139",0.0157594805851087,0.918760396251736,0.988898171668401
"GENE_1330","Gene1330",-0.0156468290247371,0.919940410131292,0.988898171668401
"GENE_1353","Gene1353",0.0188010181071636,0.919867595151118,0.988898171668401
"GENE_1397","Gene1397",-0.0162667250108379,0.918431242376295,0.988898171668401
"GENE_1483","Gene1483",0.0221028756316102,0.917865027137153,0.988898171668401
"GENE_1596","Gene1596",-0.0121375062676217,0.917470848134625,0.988898171668401
"GENE_1729","Gene1729",0.01905969487105,0.920143060505108,0.988898171668401
